页码,评论者昵称,评论星级,评论时间,评论者IP属地,有用数,评论内容
22,猩猩,5星,2023/5/6 21:41,上海,2,四星半！好看，有感动到。故事老套但立意还算新颖，搞笑的部分继续onpoint，最后搞成诺亚方舟版的乌托邦也是非常有趣。properlyentertained!
22,BACKSIGN,5星,2023/5/5 22:12,上海,7,不喜欢看爆米花电影，但这部真的太好看辣！
22,LOU,4星,2023/5/6 23:16,广东,9,银护第三届劲歌金曲大赏�谁能不喜欢干脆面呢，你一直都是故事的主角啊
23,卖灯幺,5星,2023/6/3 12:34,浙江,29,最大的庆幸大概就是，卡魔拉和星爵没有在一起！
23,口袋_肥力士,4星,2023/5/10 20:16,上海,14,真音乐片，合家欢有什么不好，大家就是需要familyandfriends啊
23,发条饺子,5星,2023/5/7 18:26,天津,3,滚导和银护的潇洒与执念，困的人自然会困，懂得人自然会懂。感谢这样一个结局，让有情人可以不成眷属，让太空浪子们可以相濡以沫，也可以相忘于江湖，让冷酷的人微笑，让不跳舞的人跳舞。没哭，但是看到勇度、听到《ComeandGetYourLove》，DNA动得很厉害。
23,樂啊樂,4星,2023/5/5 13:43,四川,3,我可太喜欢这群人了特别是火箭和格鲁特最后还用了我很喜欢的一首歌DogDaysAreOver/滚导给这个系列画上了一个很好的句号除美队三部曲外我最喜欢的三部曲完整了几个主角的故事上升到保护动物的主题虽然没办法跟最喜欢的第一部比这部的音乐塞得略多了一点点火箭的故事虽然特别伤心但是剪辑有点生硬主线故事比较简单但是还好整体没有那么流水线比最近的几部漫威好很多真的有笑有泪还有几段不错的动作戏比如走廊长镜头和一位惊喜回归希望未来在还能见到这群人吧
23,尾号9587的用户,5星,2023/5/3 20:08,天津,36,儿子会说话了啊！�
23,毒舌影评,5星,2023/5/5 19:15,北京,4,超燃，超嗨，超好哭！“《复联4》之后最佳漫威电影”果然名不虚传！如果谁还对滚导的实力有怀疑的话，麻烦好好看看《银河护卫队》三部曲吧，你会深刻感受到，这就是漫威迄今为止最为出色的“三部曲”了！滚导文戏打戏皆靠谱、煽情更是第一流的实力，绝对堪称“漫威第一”的导演了！所以，华纳把人家挖过去主管DC创作绝对是有眼光的，拜托大家对将来DC宇宙重启的新作品有点信心吧，滚导操盘质量肯定是有保证的！
23,䒳,3星,2023/5/5 13:01,日本,5,摸摸小動物們555除了開篇結尾，剩下大部分時間被金曲見縫插針的插入而尷尬中
23,一片模糊的绿洲,5星,2023/5/8 23:27,上海,10,为了推歌单连拍三部电影的男人和为了推歌单画漫画的男人都不容小觑吖
23,kiki204629,4星,2023/5/5 23:28,新疆,5,银河护卫队绝对宇宙第一天团！有欢笑有泪水，wearefamily!由《creep》开场，火箭的故事看到泪目，为了家人可以刀山火海勇往无前，如果逃避不能解决问题那就直面残酷的人生吧，冲破心理关你会发现一切云淡风轻。滚导牛叉，堪比印度电影时长却丝毫不会让你闷，非常愉悦的观影体验。火箭最中意的单曲居然是《comeandgetyourlove》，和第一部星爵出场前后呼应，彩蛋看完之后和大家一样，期待星爵回归！
23,方小孬,4星,2023/5/7 9:47,天津,3,算近几年比较优秀的漫威作品了，两个半小时过得飞快。
23,皮革业,4星,2023/5/12 20:54,北京,2,畅快的小队任务片，滚导还是高出行活一截。并且在A级制作的框架下，坚持Troma式的胡来与恶趣味，像《撕裂人》一样的肉块星球，还有完全照搬的《魔童村》《机械战警》设定元素。
23,英白拉多,4星,2023/6/2 15:40,山东,10,卡魔拉的离开是最好的结局，因为“真正”的卡魔拉已经死在了沃米尔星的悬崖之下。
23,文泽尔,未知,2023/5/6 0:47,湖北,9,地球中心主义不可取漫威这阶段总算有部能看的了滚导保持了水准
23,尼摩,4星,2023/5/12 21:54,福建,10,某种意义上，有着大同世界的理想。每个人寻找自我，和朋友们相亲相爱，生活在幸福里。没有完美，不要用自己的完美改变世界，保持善良和勇敢，鲁莽冲动犯错都没什么。
23,潋 | Béatrice,4星,2023/5/14 23:44,上海,2,滚导wayabove漫威平均水平，简直是来扶贫的。每个人物都有发展和弧光，且有交代，虽有cliche，但实属圆满。三部下来，滚导稳如老狗。但缺点也有，一是反派不立体，脸谱化；二是歌单太满了，没必要，实在没必要；三是中段节奏有拖沓和紊乱的迹象。
23,无情小筷子,2星,2023/8/26 19:57,内蒙古,0,得亏没去电影院看，又是漫威恰烂钱的“诚意之作”。题外话：地球上最疯的两大变态：美国和日本，残害地球生物的第一杀手，都不是科幻片，早晚都是纪录片
23,酱爆桑桑子,3星,2023/5/5 17:05,广东,4,【6】没看过前两部，估计也不会看。其实也没有什么不同，可能是第三阶段全部扑街之后终于有了一部正常人思维的MCU电影。套用“救猫咪”的结构拍出了一部具有正常人思维且以让人不会生厌的视角进入。基本就是太空音乐会，犯贱耍诨刷刷嘴炮得了。最明显的提升在于懂得了“寓教于乐”的小学生观后感，哭死你，萌死你，爱死你，乐呵乐呵还有点小感动就得了。虽然我觉得这些音乐很吵，很难听，但不妨碍它是开心的。
23,HarperDie,4星,2023/5/5 0:41,北京,15,三星半。詹姆斯·古恩在镜头设计上仍旧充满活力，却舍弃了对所有人的深度刻画，转而把情感的爆发集中在火箭身上。当火箭的身世之谜被揭开，你才明白银河护卫队之所以存在的意义。在一部商业片中能有如此大篇幅展现对动物生存的思考，很难得。
23,Astra,3星,2023/7/23 12:53,福建,7,还好，就是比较不像是银护是在说火箭前传
23,吹牛伯爵,2星,2023/5/7 14:50,上海,6,怀旧金曲+猎奇式的物种设计即古恩的“作者招牌”。2023.5.6
24,白泽明,4星,2023/5/3 18:19,上海,23,很难得，在复联四后漫威全线工具人的情况下滚导还能如此用心地在一部影片中尊重每一位角色，赋予他们并非老调重弹的角色成长和人物弧光。各有侧重，毫无偏爱。与此同时，这部影片再次让观众们看到漫威在试图通过扎实的剧作和丰富的想象拓展一个完整的，令人足够信服的世界观。毫无疑问，这是构建一个幻想世界的基础，但漫威已经很久没能再复现这种能力了。这也让我们不由得担心：失去滚导之后的漫威，还能稳定地为观众呈现一部部优质的爆米花电影吗？
24,⠀,5星,2023/5/5 3:35,江苏,11,《银河3》是《复联4》之后最有趣的一部，我为我说的话负责！
24,拔刀诀,2星,2023/5/8 22:05,辽宁,5,系列最差，搞笑最尬，配歌吵得恨不得静音。复联4后，超英片就是垃圾制造场。
24,安托万的造梦机,2星,2023/5/6 19:51,北京,8,我对GoG系列的评价一直不高，因为感觉太取巧，观众对漫画原著了解较少，无厘头喜剧与超级英雄题材的结合在银幕上也算新鲜。只能说JamesGunn太懂怎么糊弄观众了，喜剧桥段+特效打斗+煽情+怀旧唱片的大杂烩，我今天突然意识到这种感觉像什么了：就像是在电影院里一口气刷了150分钟的短视频。不难发现无论是叙事还是角色塑造割裂感都特别重，只能说在漫威建立起自己的流水线之后，JamesGunn为其烹制了加料最多的一锅爆米花。
24,blow a kiss,4星,2023/5/9 18:41,北京,5,美式精神内核，英雄主义+煽情，我算是看腻了
24,piggy,5星,2023/5/27 16:32,江苏,24,今年最佳电影，不仅指最佳漫威。很难想象野心这么大的电影能有这么高的完成度。不完美，但远远超预期。
24,墨色缠绕,1星,2023/5/20 17:02,上海,11,不知道加拿大教堂埋的孩子看了这电影会咋想
24,张大水,5星,2023/5/18 21:02,湖北,3,穿CCCP宇航服的狗狗，把飞船和反诺亚方舟合体，有生之年终于看到了美苏两大阵营联合救宇宙。
24,sub rosa,4星,2023/5/6 9:37,福建,7,因为3D播放机坏了看了2D，反而获得了免费的爆米花可乐及包场电影体验，音乐好，剧情弱，尤其是反派像个大傻子。
24,柯里昂妮,4星,2023/5/7 17:10,江西,9,3.5。看得还算欢快，这已经是对近几年的超英电影最大的褒奖了，不求拍得多好只求拍得能看。完结篇几乎就是浣熊大电影，动物保护主题＋歌曲串烧＋嗨皮段子，没什么大boss，也没有什么牺牲，真正的happyending，好聚好散，完结撒花。
24,Yi,5星,2023/5/9 23:21,北京,12,初代复联完结篇….钢铁侠是英雄主义、美队是家国情怀、雷神是爱情线、蜘蛛侠是个人成长，而银护是漫威中的友情线担当，这种友情如此宝贵，足以抚慰任何一颗受伤的心灵，把一群不打不相识的人结成为宇宙最强family，足以对抗任何难搞的敌人。还好…还好最后没人挂，不然真的会哭死…….
24,李秋天,5星,2023/5/8 15:08,江西,3,“他们虽然永远都在拌嘴，却又在每一个关键时候毫不犹豫的支持着彼此。角色之间感情是非常让人信服的，一群“怪胎”聚在一起，他们每个人都不完美，甚至是别人眼中的“垃圾”，但茫茫宇宙中，他们遇到彼此，跨越物种的共情着彼此的伤痛。而凝聚这个团队的精神内核，永远都是善良，是仁慈，是爱。他们是一家人了。然而天下没有不散的宴席，是一家人也会为了各自想做的事而各奔东西，但我任然相信，不管谁需要帮助，其他人都会毫不犹豫赶来。”友邻说得好好啊，就是这种感觉。前面打斗场面配合着音乐显得有些吵闹，但结尾《ComeandGetYourLove》响起，突然好像又回到了九年前的《银河护卫队》第一部，快乐是初心。“傻子才跳舞。”“我爱跳舞。”
24,独行侠杀手阿何,4星,2023/5/5 17:31,广东,5,爱之精神拯救世界。Y'allcreeps!故事切入点不太喜欢，系列终曲居然不继续拓宽故事格局，而聚焦在浣熊来源及破事，强行煽情，劲歌金曲尴尬铺满，生物工厂理应侧重。银河护卫队更强大，格鲁特的技能进化惊喜刮目，终于会说另一句话了！亦正亦邪、人如其貌的亚当术士真——可爱！但人物展现空洞，戏份轻，加入银护后能否再来部？号称超强反派的至高进化虚张声势，不堪一击，这算哪门子大反派？反地球奇观令人称奇，银护七人监狱飞船打斗长镜炫目爽快，经典摇滚轮番大放送，场景如MV式呈现。Dogdaysareover，曲终人散，这样欢乐大团圆、祥和起舞的结局算是画上如意句号。星爵终于回到久违的儿时故居地球，见回失联的外公，也终于放下卡魔拉。Comeongetyourlove~片尾曲梦回初见星爵的美好，谢幕回顾了全系列包括特别篇。银河护卫队，再见！[三星半]
24,马自挂,4星,2023/5/7 21:26,上海,3,再次为选曲水平打出满分。以及为卡魔拉和星爵的不复合打出满分。
24,Pauline,2星,2023/5/9 22:01,上海,11,偏低幼了今天居然觉得座椅特别不舒服如果缺了BGM会少了一半效果吧2个半小时撑不住了就睡了一会宛如诺亚方舟没谁比螳螂女更顽皮可爱了
24,一顆活性炭,4星,2023/5/7 22:02,四川,4,我们干脆面宝宝�好伤好伤，只字未提终局之战但处处都是终局之战的疤，Ibetwewerefun/勇度爸爸闪现/comeandgetyourlove一下子把我捅丝�确实是本阶段最佳但拒绝pua❌前半部分两条线的衔接做的太差了，这个切歌式剪辑好敷衍，音乐的应用还是第一部玩的最好。#论克里斯帕为什么本阿福化了（whichmeansgettinghotter
24,辐射羊,4星,2023/5/5 3:04,福建,7,把前两部受欢迎的元素都继承了下来，顺便发挥了古恩的cult恶趣味，所以也和前两部一样，是一种情绪非常丰富的无脑片子。不过古恩恰巧能将这样丰富的情绪伪装为宏大的普世价值情感，在这部尤其能借此打动人。故事仍然是带点蠢的漫威模板（带来的缺陷从略显陈旧的决战编排可以看出），创造的变体也仅是多了些卖惨戏，全片某种程度上习惯于利用缺陷角色的自我救赎来推进感官上的节奏，当故事趋于无聊套路时，就写一段角色“觉醒”成长来延展弧光，观众便被高昂的情绪拉回了注意力。但很庆幸能看到漫威这次能利用原先的流水线套路制造出不让人瞌睡的观看体验，不过一得到这样的看法，就忍不住为这几年受过的“漫威折磨”而悲伤惋惜了...
24,晚不安,3星,2023/6/11 16:14,北京,1,居然与《灌篮高手》电影版的叙事策略不谋而合，选定了一个之前并不十分显眼的角色浣熊-宫城，展开人物前史的同时，也为当下的故事创造叙述空间。在第四阶段全面哑火的漫威宇宙作品序列里，滚导稳定的发挥已经足以令粉丝和路人打出8.5的报复性高分——用心刻画人物、建立情感连接，远比铺设多元宇宙要来得经济实惠。在创作手法上没有做什么花样翻新，好在动作场面依然保持水准，尽管对怀旧金曲的滥用已经越来越成为问题，但观众或许都默许了这场告别狂欢的任性。
24,我也不在乎,2星,2023/5/4 4:05,北京,13,背负太多而无法轻盈自在起舞
24,豆油皮,5星,2023/5/6 0:33,北京,16,泪目，这才是真正的复联结局，很完满了，真感动。
25,程大牙,5星,2023/5/28 0:15,北京,2,以前看片子一定要吐几个槽现在心态变了为数不多能挤出时间上电影院看的影片我只想夸感恩这么多年的陪伴
25,秋色纯,4星,2023/5/8 1:11,河南,1,这次讲述89P13火箭熊的悲惨过往。电影延续系列风格，色彩绚丽，恰到好处的笑点，依旧充满想象力的世界设定，有趣的宠物元素，意外的怪物造型，只不过这一次有虐心的回忆杀。音乐就是节奏大师穿插在轻松欢快、温情搞笑和科幻大场面之中。船舱激战场景里的动作运镜很酷炫，故事唯一不足的就是把至高进化塑造的，如同创世者一样，决战却一碰就碎，有些小失落。整体上来说是愉快且首尾呼应的完美系列终章。漫改也是需要剧本的，纯照搬肯定会差强人意的，滚导就是不一样。
25,俞長安,5星,2023/5/5 3:26,浙江,17,等了五年银河劲舞团永远爱热闹爱那些不合时宜的幽默永远爱你（imax真的好爽）只要是这些人纯唠嗑我都爱看
25,王食欲,4星,2023/5/6 16:09,北京,13,解救动物，本素食主义者狂喜。
25,JasonShen,5星,2023/5/3 17:57,湖南,21,看完点映，几百个人一起等彩蛋真的太酷了！！
25,JoeyLu陆柏宇,4星,2023/5/5 12:20,江苏,17,灌篮高手拍宫城良田传银河护卫队拍火箭浣熊传
25,桃子,4星,2023/5/22 1:33,北京,1,开头经典的"creep"几乎全歌播放，带出这次的主角——浣熊，与主题。虽然有一段毫无转场地跳星球有点烦，但进入主线后大家一起打反派可太热血了！这集里的女人们都是独立走向，还教育了男主成长！依旧不喜欢贫嘴儿男主，但终于理解了他为什么那么爱他的walkman（里面都是地球上的年度劲歌金曲啊！）。这集有很多价值观，比较陈词滥调，但很美好。实验动物让我流了太多泪！！！T_T尤其是小兔子，觉得它太可怜了T_T///P.S.挺钟意亚当术士。PPS.看出很多来自日本的梗（巨幕，3D)
25,胡二,4星,2023/5/8 20:09,浙江,1,杀我别用小动物刀。。。火箭前传，小动物大合集。一如既往喜欢小虫妹妹，这集多了好多戏份，带萌宠闯天下设定完美
25,Яανeη,3星,2023/5/15 9:28,加拿大,1,rocket我真的哭死
25,江风有月,3星,2023/6/4 11:44,北京,1,纵观银河护卫队三部曲，发现银河护卫队就像坏二代联盟，三部曲都在讲弑父情结，星爵、卡魔拉和星云、火箭浣熊都在各种层面的弑父中折射出只有弑父才能让自己真正成长蜕变，同时大义灭亲也都不是自我欲求，而是为了顾全大局为了众生的观点。佛洛依德所言的弑父情结也是反叛父权，是西方文化中的个体本位思想，对父权的反叛是自己人格独立的必由之路。东方文化更注重君父纲常，但其实除了“礼”之外，君子更应该纳“仁”于己心，可以牺牲自己，但不必委屈自己顺从长辈的错误观念。所以单从家庭亲子关系与子女的自我实现层面而言，有着被不幸家庭束缚折磨的人去看看银护系列，或许会有不同的收获。
25,林瀚,5星,2023/5/8 23:45,四川,7,滚导永远滴神。这部完美到什么程度呢？剧情令人意想不到。浣熊真不愧是我最喜欢的角色，小小的身体大大的智慧。这部的结局是结束，也是开始。
25,齐柏林飞船,5星,2023/5/7 15:37,云南,5,漫威中边缘角色却成了最佳，第一部第二部，圣诞篇，第三部完全high翻天，故事完整，感情戏丰富，对白可乐，致敬浑然，而且开篇居然完整的放完了Radiohead的creep，这应该是我最喜欢的十佳金曲之一了。
25,陈长生,4星,2023/5/10 19:12,澳大利亚,3,蛮好看的，算是一个蛮好的结局篇了。比起前两部，这部的邪典气质更浓了，同时夹杂着主旋律动保，可谓一种新世纪融合。
25,宗川Zongchuan,5星,2023/5/7 21:06,广东,8,简直要哭死在电影院，怎么会这么好哭啊…
25,神仙鱼,4星,2023/8/3 22:27,北京,0,嬉闹沉淀，生出悲伤的肌理，竟没招架住泛泪了（也可能是和MCU之前那几部对比太强烈造成的假象）"Ibetwewerefun."7/10
25,G大调的悲伤,5星,2023/5/7 21:51,浙江,4,这一阶段的最佳影片了
25,如晴天似雨天,2星,2023/5/7 19:44,河南,3,为什么黄种人的角色永远是最沙雕的？？？？
25,ygrdcd,4星,2023/5/13 20:26,北京,6,如何给一个团队里以灵活强硬又透着搞笑的小个子安排悲惨过往，成为叙事主角，最终或者队长认可并传承大位，做到上述一切的同时要保证主体大战节奏流畅，观众看得痛快欢乐，这方面井上雄彦还得跟《银河护卫队3》好好学学。
25,Dahmer’s dead,4星,2023/5/6 19:55,北京,1,说实在的，古恩可能都没想到，还能借用“分账大片”这层皮把自己的邪典趣味输出到全世界审查最严格且没有分级制度的大银幕。
25,一一,2星,2023/5/3 22:14,北京,27,漫威怎么越拍越像B级片了，一坨坨黏糊糊的生物，爆米花都吃不进去了～说的是给老几位送别，却还是硬加了新角色进来，冗长无趣的打怪，刻板智障的反派，除了用歌来炒炒情怀，再啥也没有～
26,青兮丶,4星,2023/5/9 18:01,广东,4,厉害就厉害在如此模式化的情节，还是能拍出了不得的新意。运镜真的无敌，IMAX场的感觉是整个影院在跟着镜头转；有一些视角真的很棒，明明无数电影都有相同的情境，但这部电影的拍摄手法与众不同。虽然老套，但是该有的感动都没少；虽然缺少创新，但就是真的很好看。
26,动作院线,2星,2023/7/18 18:28,湖南,2,求求你们，别护卫了，放弃吧，真的，看累了。
26,掉线,3星,2023/7/18 15:22,北京,3,【C+】一部杀一个爹，片子可以叫“弑父三部曲了”。作为系列完结要塞的东西太多，新角色的引入旧角色的淡出，于是剧本也只能到一个“凑合说的过去的”水准并充满套路（星爵的人物弧线完全是走过场）但非常热闹好看，是那种久违的特效大片的热闹好看，是必须要在大银幕上欣赏的热闹好看。
26,zykmilan,5星,2023/5/4 8:57,新加坡,18,不知道是不是被漫威最近的电影PUA了，看完银护3我只想大喊滚导你太牛逼了。这确实是给这个系列最好的终章了：人物性格丰满，每一幕推进不再是为了无逻辑地强行推动剧情，依然笑点满满，打斗也很精彩。我可能最喜欢的部分是没有强行让新（旧？）Gamora爱上星爵。之前大家普遍预测火箭可能领便当，而他也确实在前半段几乎全程躺着，而最后我一度一位另一位要领便当…结尾演员表后的彩蛋是连结之前的圣诞假日特辑故事。
26,是阿藤啊,3星,2023/5/16 12:32,上海,8,看下去了但看不下去
26,墨墨,4星,2023/5/9 15:38,河北,3,真是最好的结尾。毛茸茸骗我看电影。
26,Danny,4星,2023/6/4 23:24,上海,5,整个故事讲的也很流畅，于是希望这个系列就如此一般完美的收场吧！
26,Lumos,5星,2023/5/7 22:48,湖南,4,银河护卫队就是最好看的！！！都给我去看！都快去看！
26,小麦超帅,5星,2023/5/5 22:35,河北,3,漫威永爱❤️
26,SundanceKid�,4星,2023/5/30 20:51,浙江,1,当万事告一段落，大家笨拙地跳起舞时，会感到这帮角色是被爱护、向同一方向生长的，这点就远胜于漫威这阶段别的影片了。私心最喜欢Karen在这个系列的表现
26,6079,5星,2023/6/5 19:53,广东,19,1和2加起来都没有3好看
26,無知,1星,2023/5/9 11:16,河北,7,漫威超級英雄電影看一部就夠了，或者說一部都不用看，千篇一律的空虛無聊和枯燥乏味！
26,Wonder,3星,2023/5/7 0:03,北京,2,聒噪的游乐园电影。
26,曾海绵�,5星,2023/5/3 18:35,北京,13,还得是滚导，漫威终于有部能看的了！！确实是四五阶段以来的目前最佳～每位成员都有所成长，结局也都很满意，满分最终章！浣熊线是什么深渊黎明的剧情啊，太虐了请备好纸巾。IMAX版本从头到尾全画幅很爽，片尾双彩蛋。
26,十一伏特,5星,2023/5/9 23:18,北京,1,全方位的精彩好看。要故事情节有漫威电影里少见的双线叙事结构，完整塑造起火箭浣熊的起源故事；要人物塑造能照顾到几乎所有主要角色都有各自发展变化的弧光，要思想深度有涉及到造物主和文明进化的议题。要动作打戏有精彩的巷战长镜头调度设计，要宏大场面有宇宙星球级别的毁灭轰炸，要物种多样性有五彩斑斓天马行空的奇异生物造型。要搞笑可以随机搭配两个人就出笑点，要伤感有火箭失去的友情、星爵失去的爱情都能催泪，要情怀整个银护三部曲形成了从地球开始又以回归地球结束的圆满结构。一场炫目璀璨的狂欢，多么希望永远不要谢幕，可惜终究到了分别时刻。致敬，了不起的银河护卫队。
26,伊谢尔伦的风,4星,2023/5/15 8:42,湖北,4,看完：银护3还可以。想起近年在漫威看了啥：银护3特别好！！
26,danyboy,5星,2023/5/8 15:10,北京,2,昨天在悠唐博纳看的，很不错
26,papazao,3星,2023/5/14 2:45,福建,6,比复联更加崩坏的战力值，各种怪物造型让人生理不适，虽然这个系列就是主打逗比合家欢，但是俗气的救伙伴加解救小朋友剧情让人尴尬。
26,小楼女士,4星,2023/5/6 23:20,广东,3,加入毛茸茸的动物元素真的太太太太太可爱了！就是狠狠戳我萌点了，剧情虽然有点煽情，但很多动物元素我承认煽到偶了！结尾也很好，走向各自的人生。而且这才是《神奇动物去哪里》吧，火箭帅晕麻麻了！那个被挟持的红脸美女好漂亮，好喜欢这种类机器人的美女���。就是反派那一伙子都感觉笨笨哒�。以及我要狠狠强调：科斯莫不是坏狗狗，是最棒的狗狗！
26,蜘蛛,5星,2023/5/5 20:47,广东,2,这两年最佳的漫威电影了，剧情不水，每个人物都很出彩，超级有趣
27,无机客,4星,2023/5/5 14:50,浙江,7,浣熊的故事太催泪
27,AlexTheGrid,5星,2023/5/6 22:29,广东,1,古恩应该算活着的导演里歌品最好的一个。漫威应该庆幸自己快要完蛋时还有银护来兜底。
27,发不沾霓,3星,2023/5/6 16:23,上海,2,开头《Creep》带来的感染力有点梦回十年前那首《I'mnotinLove》的意思，后面虽然劲歌不断，但没怎么撑起来；看着古恩在银护里加的恶趣味很希望看他再来一部[撕裂人]那种片儿；威尔·保尔特扮起蠢来特别像《济公》里的梁荣忠
27,Howllee,5星,2023/5/12 0:45,广东,2,从14年一作，17年二作，到23年三作，和复联3/4和雷神4的登场，这群边缘英雄组成的胡闹团队成员越发茁壮，登陆越来越光怪陆离的星球，遇见越来越奇形怪状的生命体，漫威宇宙的风景线也随之一次次地延伸。比起其他以地球为主舞台的超英片，银护系列是典型的太空歌剧。各种不靠谱的队员互动带来充足笑点，宇宙间的跃迁飞行带来离谱新奇的视效奇观，而友情、家人和动保的主题也给这爆米花动作喜剧带来一定思考深度。但这段旅程到此告一段落了。那串联全片的欧美经典歌单对国人来说，当然是新鲜陌生的，但这安利的歌不少已入列。有人会觉得它们吵闹和喧宾夺主，但正是这些歌点出了主题、烘托了氛围。银护就是那样乱七八糟莽撞奇葩，就是那样惊险刺激后收归感动。而结尾，当熟悉的Comeandgetyourlove又再响起，多少让人感慨，那属于我们的十年情怀。
27,发条橙,4星,2023/5/7 18:52,四川,7,IMAX2D！漫威最佳差一截，但至少有笑有泪做到了。人生就是不断的告别与重逢，果然真诚和情感才是必杀技。
27,徒挣,5星,2023/5/6 22:30,上海,6,陪我看一二的人都不在了和好友一起看三却是圆满友谊长存
27,LilHardboy㊎㊌,5星,2023/5/15 20:04,陕西,8,情感调动非常到位，我的评价是战狼3之宇宙撤侨行动。
27,还没到伊瓦苏,5星,2023/5/6 2:07,江苏,11,小浣熊好可爱。滚导把他的好音乐口味带到dc了，小浣熊听了电台脑的creep也得点一支利群。好消息：漫威终于有一部高水准的片子了；坏消息：这是最后一部哦
27,kylegun,5星,2023/5/12 0:21,北京,0,团队拆城斗术士，五彩入侵生化星，毁天灭地登火箭，八仙过海战长廊；好聚好散的小浣熊升职记，就奇观展现来说其实不如《蚁人3》，但情怀牌打得真不错
27,罗夏,4星,2023/5/6 23:21,河北,2,这个续集满足了我对这个系列的所有期待，泰裤辣
27,啊柒,4星,2023/5/5 3:07,广东,7,4.5，距离《复联4》上映的第四个年头后，漫威终于久违的交出了一份令人满意的答卷。甚至比同系列的第二部要好。首先叙事节奏完全回到了第一部的水准，干脆而不拖沓。后期营救行动里边的一段漫画式的打斗展现简直深得我心。火箭作为贯穿全系列的主要人物，这次通过他的辛酸往事插叙作为本片的情感和故事切入点，而不是加入以往从未有过的人物推动故事的情感转变，也很好的将整个系列强调的朋友主题和他们之间的情感更加高度整合在一起，让中间的整个营救行动更加多了一层情感上的合理性。甚至于最后对自我意识的探讨也是水到渠成的，一点都不突兀。德拉克斯性格上锦上添花也很是令人讨喜。不得不说如果整个系列至此完结，那每个人物的性格总结都是很圆满，很鲜活的。但至于这是漫威的东山再起还是回光返照，我还是持保留意见了。坐等时间给我答案。
27,GIVIND,4星,2023/7/7 23:52,山东,3,每次看电影都是摇滚乐之旅，感觉听歌比看特效还巴适doge；果然动物脸的共情点比人脸要低得多的多——火箭，真是只不折不扣的好浣熊；话说还得是“银护”这特立独行且品味超一流的调性，才压得住不至喧宾夺主的华丽特效。
27,端舞,5星,2023/5/7 14:19,广东,1,好看！
27,Feem,5星,2023/5/19 23:09,浙江,8,刺骨的痛和无边的恐惧侵入我心脾，我却只记得那日你轻擦拭我的伤口。你是我心底的圣光，你是我的不愿提起，你是我的起点，你是我的永远。
27,夏七冥,5星,2023/5/7 22:42,江西,5,Thedogdaysareover~
27,刘小黛,4星,2023/6/1 1:00,江苏,2,看不困的漫威不多见，这是今年唯一一部。
27,Simon,5星,2023/5/8 3:08,英国,7,银护粉丝高人一等。
27,我不是盆栽啊,未知,2023/5/7 6:59,新西兰,4,以creep开头，thedogdaysareover结尾。恰到好处的真挚感情，并不煽情的可爱表达。
27,metaphor17,3星,2023/5/7 0:03,辽宁,2,滚导也看出来漫威无药可救了哈哈哈，随便一拍就是口碑最佳。
27,KLY,4星,2023/5/4 21:57,中国香港,9,4/5/2023@英皇iSquareIMAX。被rocket的故事感動了，Lylla�JamesGunnMCU精彩完結篇，我們在DC再見��
28,布依葵,未知,2023/5/10 1:50,湖北,1,一直很羡慕这个系列的创作者，如果内在没有自发的乐观和归属，写不出这样的情谊，造不出这么理想化的世界。
28,AZWayne,4星,2023/5/6 16:40,山东,2,詹姆斯古恩式的审美情趣、复古的劲歌热舞和银河护卫队的插科打诨，我已熟知滚导的套路，却仍愿飞向这无垠的美丽天际。在Vol.1和Vol.2中银河护卫队于我是“IAmGroot”，现在是“IloveYouGuys”。感谢滚导给了他们一个MCU最体面而深情的告别，不是生离死别，只是尊重每个角色的成长。我很好奇火箭浣熊、格鲁特、亚当术士、克拉格林和太空狗科斯莫的故事，但更希望银河护卫队到此为止。
28,玻璃洋葱,5星,2023/5/8 22:53,北京,2,爽死谁了，i火箭人士身心愉快并决定美美二刷�（补：5.6就看完了忘了标记）（5.12二刷）
28,Xaviera,4星,2023/5/11 16:53,北京,1,继把钢铁侠搞死以后，就对漫威没什么期盼了。但银护很不一样，这个IP在滚导手下散发出一种“烂仔帮”的光芒，打斗戏长镜头依然臭屁又炫技哈哈，而且真的太喜欢配乐了，天知道第一首就是creep的时候真的要疯，最后comeandgetyourlove出来全场鼓掌，最后一部也仍然无愧于漫威真人片最后的希望。谢谢滚导还是就给了他们最大的温柔，让每个角色都得到了最好的结局。最感动的反而是对火箭说的那句“你一直都是主角”。是的了，银护小队每一个都不是走马观花式的“漫威阶段伟业铸造限定工具人”，虽然他们每一个都不完美，但胜在全都令人印象深刻。期待DC的滚导！
28,土蜂在城乡结合,3星,2023/5/8 21:07,广东,1,5月6第一部漫威电影，本想瞧瞧孩子们喜欢的，结果被前排一家三口几乎每三分钟一次的大笑提示搞到怀疑人生………浣熊好可爱�btw
28,黛博拉康纳利,4星,2023/5/5 19:24,山东,1,有笑有泪漫威最佳
28,贪新不厌旧,4星,2023/5/6 0:02,广东,5,基本忘了前两部的具体情节，但也可以投入到第三部的故事架构中。以拯救朋友为故事主线，很多有趣的小细节，多星球文明璀璨多姿，让人想信以为真。
28,半吊子,5星,2023/6/5 16:11,内蒙古,14,线下看的，杀我别用浣熊刀�
